numXbins 34
numYbins 34
xbin  ybin  z
25  10  0.00000000000000000e+00
25  11  0.00000000000000000e+00
25  12  0.00000000000000000e+00
25  13  0.00000000000000000e+00
25  14  0.00000000000000000e+00
25  15  0.00000000000000000e+00
25  16  0.00000000000000000e+00
25  17  0.00000000000000000e+00
25  18  0.00000000000000000e+00
25  19  0.00000000000000000e+00
25  20  0.00000000000000000e+00
25  21  0.00000000000000000e+00
25  22  0.00000000000000000e+00
25  23  2.72065243546985372e-02
25  24  2.69651998277400329e-01
25  25  5.87970225196148277e-01
25  26  -1.80510662149219181e-02
25  27  0.00000000000000000e+00
25  28  0.00000000000000000e+00
25  29  0.00000000000000000e+00
25  30  0.00000000000000000e+00
25  31  0.00000000000000000e+00
25  32  0.00000000000000000e+00
25  33  0.00000000000000000e+00
26  0  0.00000000000000000e+00
26  1  0.00000000000000000e+00
26  2  0.00000000000000000e+00
26  3  0.00000000000000000e+00
26  4  0.00000000000000000e+00
26  5  0.00000000000000000e+00
26  6  0.00000000000000000e+00
26  7  0.00000000000000000e+00
26  8  0.00000000000000000e+00
26  9  0.00000000000000000e+00
26  10  0.00000000000000000e+00
26  11  0.00000000000000000e+00
26  12  0.00000000000000000e+00
26  13  0.00000000000000000e+00
26  14  0.00000000000000000e+00
26  15  0.00000000000000000e+00
26  16  0.00000000000000000e+00
26  17  0.00000000000000000e+00
26  18  0.00000000000000000e+00
26  19  0.00000000000000000e+00
26  20  0.00000000000000000e+00
26  21  0.00000000000000000e+00
26  22  0.00000000000000000e+00
26  23  -1.40134843084915028e-02
26  24  1.77433212711187199e-01
26  25  -1.62830898107555910e-01
26  26  8.65600021023045785e-01
26  27  0.00000000000000000e+00
26  28  0.00000000000000000e+00
26  29  0.00000000000000000e+00
26  30  0.00000000000000000e+00
26  31  0.00000000000000000e+00
26  32  0.00000000000000000e+00
26  33  0.00000000000000000e+00
27  0  0.00000000000000000e+00
27  1  0.00000000000000000e+00
27  2  0.00000000000000000e+00
27  3  0.00000000000000000e+00
27  4  0.00000000000000000e+00
27  5  0.00000000000000000e+00
27  6  0.00000000000000000e+00
27  7  0.00000000000000000e+00
27  8  0.00000000000000000e+00
27  9  0.00000000000000000e+00
27  10  0.00000000000000000e+00
27  11  0.00000000000000000e+00
27  12  0.00000000000000000e+00
27  13  0.00000000000000000e+00
27  14  0.00000000000000000e+00
27  15  0.00000000000000000e+00
27  16  0.00000000000000000e+00
27  17  0.00000000000000000e+00
27  18  0.00000000000000000e+00
27  19  0.00000000000000000e+00
27  20  0.00000000000000000e+00
27  21  0.00000000000000000e+00
27  22  0.00000000000000000e+00
27  23  0.00000000000000000e+00
27  24  0.00000000000000000e+00
27  25  0.00000000000000000e+00
27  26  0.00000000000000000e+00
27  27  6.82863886347409577e-01
27  28  1.16126760280764740e-01
27  29  -2.00059733492136127e-02
27  30  8.06896390045164225e-03
27  31  -5.98621391040669026e-02
27  32  -1.09479408176609283e-02
27  33  -3.82688571410035872e-02
28  0  0.00000000000000000e+00
28  1  0.00000000000000000e+00
28  2  0.00000000000000000e+00
28  3  0.00000000000000000e+00
28  4  0.00000000000000000e+00
28  5  0.00000000000000000e+00
28  6  0.00000000000000000e+00
28  7  0.00000000000000000e+00
28  8  0.00000000000000000e+00
28  9  0.00000000000000000e+00
28  10  0.00000000000000000e+00
28  11  0.00000000000000000e+00
28  12  0.00000000000000000e+00
28  13  0.00000000000000000e+00
28  14  0.00000000000000000e+00
28  15  0.00000000000000000e+00
28  16  0.00000000000000000e+00
28  17  0.00000000000000000e+00
28  18  0.00000000000000000e+00
28  19  0.00000000000000000e+00
28  20  0.00000000000000000e+00
28  21  0.00000000000000000e+00
28  22  0.00000000000000000e+00
28  23  0.00000000000000000e+00
28  24  0.00000000000000000e+00
28  25  0.00000000000000000e+00
28  26  0.00000000000000000e+00
28  27  -9.27049373116282938e-03
28  28  7.13549074907851244e-01
28  29  9.74030580037488214e-03
28  30  -5.18340706692920206e-02
28  31  4.22483216568358966e-02
28  32  1.72068064769197115e-01
28  33  -4.22086216263185543e-02
29  0  0.00000000000000000e+00
29  1  0.00000000000000000e+00
29  2  0.00000000000000000e+00
29  3  0.00000000000000000e+00
29  4  0.00000000000000000e+00
29  5  0.00000000000000000e+00
29  6  0.00000000000000000e+00
29  7  0.00000000000000000e+00
29  8  0.00000000000000000e+00
29  9  0.00000000000000000e+00
29  10  0.00000000000000000e+00
29  11  0.00000000000000000e+00
29  12  0.00000000000000000e+00
29  13  0.00000000000000000e+00
29  14  0.00000000000000000e+00
29  15  0.00000000000000000e+00
29  16  0.00000000000000000e+00
29  17  0.00000000000000000e+00
29  18  0.00000000000000000e+00
29  19  0.00000000000000000e+00
29  20  0.00000000000000000e+00
29  21  0.00000000000000000e+00
29  22  0.00000000000000000e+00
29  23  0.00000000000000000e+00
29  24  0.00000000000000000e+00
29  25  0.00000000000000000e+00
29  26  0.00000000000000000e+00
29  27  -1.03982559182649009e-01
29  28  4.01403223163722345e-01
29  29  3.67962884879386665e-01
29  30  -2.01707588367115886e-01
29  31  4.16602806958524918e-01
29  32  -8.76660527339867546e-02
29  33  -1.00553745131779171e-01
30  0  0.00000000000000000e+00
30  1  0.00000000000000000e+00
30  2  0.00000000000000000e+00
30  3  0.00000000000000000e+00
30  4  0.00000000000000000e+00
30  5  0.00000000000000000e+00
30  6  0.00000000000000000e+00
30  7  0.00000000000000000e+00
30  8  0.00000000000000000e+00
30  9  0.00000000000000000e+00
30  10  0.00000000000000000e+00
30  11  0.00000000000000000e+00
30  12  0.00000000000000000e+00
30  13  0.00000000000000000e+00
30  14  0.00000000000000000e+00
30  15  0.00000000000000000e+00
30  16  0.00000000000000000e+00
30  17  0.00000000000000000e+00
30  18  0.00000000000000000e+00
30  19  0.00000000000000000e+00
30  20  0.00000000000000000e+00
30  21  0.00000000000000000e+00
30  22  0.00000000000000000e+00
30  23  0.00000000000000000e+00
30  24  0.00000000000000000e+00
30  25  0.00000000000000000e+00
30  26  0.00000000000000000e+00
30  27  -1.68948345484546125e-01
30  28  4.17733671349016067e-01
30  29  -2.84902506144113721e-01
30  30  6.36106383792251595e-01
30  31  3.15694609827816164e-01
30  32  -1.78090564892600112e-01
30  33  -1.26115921219837168e-01
31  0  0.00000000000000000e+00
31  1  0.00000000000000000e+00
31  2  0.00000000000000000e+00
31  3  0.00000000000000000e+00
31  4  0.00000000000000000e+00
31  5  0.00000000000000000e+00
31  6  0.00000000000000000e+00
31  7  0.00000000000000000e+00
31  8  0.00000000000000000e+00
31  9  0.00000000000000000e+00
31  10  0.00000000000000000e+00
31  11  0.00000000000000000e+00
31  12  0.00000000000000000e+00
31  13  0.00000000000000000e+00
31  14  0.00000000000000000e+00
31  15  0.00000000000000000e+00
31  16  0.00000000000000000e+00
31  17  0.00000000000000000e+00
31  18  0.00000000000000000e+00
31  19  0.00000000000000000e+00
31  20  0.00000000000000000e+00
31  21  0.00000000000000000e+00
31  22  0.00000000000000000e+00
31  23  0.00000000000000000e+00
31  24  0.00000000000000000e+00
31  25  0.00000000000000000e+00
31  26  0.00000000000000000e+00
31  27  -2.93817166356186876e-01
31  28  3.44093636406229586e-01
31  29  4.99195926895772829e-02
31  30  6.82669372201169244e-02
31  31  6.79174819299924959e-01
31  32  -9.67403141035204639e-02
31  33  -2.53141440515447069e-01
32  0  0.00000000000000000e+00
32  1  0.00000000000000000e+00
32  2  0.00000000000000000e+00
32  3  0.00000000000000000e+00
32  4  0.00000000000000000e+00
32  5  0.00000000000000000e+00
32  6  0.00000000000000000e+00
32  7  0.00000000000000000e+00
32  8  0.00000000000000000e+00
32  9  0.00000000000000000e+00
32  10  0.00000000000000000e+00
32  11  0.00000000000000000e+00
32  12  0.00000000000000000e+00
32  13  0.00000000000000000e+00
32  14  0.00000000000000000e+00
32  15  0.00000000000000000e+00
32  16  0.00000000000000000e+00
32  17  0.00000000000000000e+00
32  18  0.00000000000000000e+00
32  19  0.00000000000000000e+00
32  20  0.00000000000000000e+00
32  21  0.00000000000000000e+00
32  22  0.00000000000000000e+00
32  23  0.00000000000000000e+00
32  24  0.00000000000000000e+00
32  25  0.00000000000000000e+00
32  26  0.00000000000000000e+00
32  27  -3.16575526466925050e-01
32  28  5.42697626004229550e-01
32  29  -9.05209909091292952e-02
32  30  -3.51841027492002661e-02
32  31  5.13780000326950759e-03
32  32  5.43004247827530095e-01
32  33  -1.54019343504957829e-01
33  0  0.00000000000000000e+00
33  1  0.00000000000000000e+00
33  2  0.00000000000000000e+00
33  3  0.00000000000000000e+00
33  4  0.00000000000000000e+00
33  5  0.00000000000000000e+00
33  6  0.00000000000000000e+00
33  7  0.00000000000000000e+00
33  8  0.00000000000000000e+00
33  9  0.00000000000000000e+00
33  10  0.00000000000000000e+00
33  11  0.00000000000000000e+00
33  12  0.00000000000000000e+00
33  13  0.00000000000000000e+00
33  14  0.00000000000000000e+00
33  15  0.00000000000000000e+00
33  16  0.00000000000000000e+00
33  17  0.00000000000000000e+00
33  18  0.00000000000000000e+00
33  19  0.00000000000000000e+00
33  20  0.00000000000000000e+00
33  21  0.00000000000000000e+00
33  22  0.00000000000000000e+00
33  23  0.00000000000000000e+00
33  24  0.00000000000000000e+00
33  25  0.00000000000000000e+00
33  26  0.00000000000000000e+00
33  27  -1.56317880990804903e-01
33  28  2.98551492512187433e-01
33  29  -6.16519691632660544e-02
33  30  3.31396202291759090e-02
33  31  -1.10504908151414741e-01
33  32  -6.72302227640535210e-02
33  33  6.22567446861168494e-01
